Subject,Predicate,Object
Album Leaf from Illustrations of Chinese Costumes,描述,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour painting that is slightly different, stylistically, from other paintings in the album. It depicts a man in military dress mounted on a horse, which is also protected by armour. The man holds a musket and has multiple swords attached to his uniform. The horse's legs are red at the lower ends. Above the figure are enlarged examples of material culture carried by the man, including two sheathed blades, shields, a musket, and a helmet."
Album Leaf from Illustrations of Chinese Costumes,材质,ink; paper
Album Leaf from Illustrations of Chinese Costumes,尺寸,sheet: 27.2 cm x 17.1 cm; image: 22.8 cm x 16.9 cm
Album Leaf from Illustrations of Chinese Costumes,对象类型,album leaf
Album Leaf from Illustrations of Chinese Costumes,时期,Qing 18th century
Album Leaf from Illustrations of Chinese Costumes,制作地点,China
Blue Silk Damask Skirt for a Woman,创作者,unknown
Blue Silk Damask Skirt for a Woman,类别,clothing
Blue Silk Damask Skirt for a Woman,捐赠来源,Gift of Sandy and Cécile Mactaggart
Blue Silk Damask Skirt for a Woman,文化,Chinese
Blue Silk Damask Skirt for a Woman,制作时间,date unknown
Blue Silk Damask Skirt for a Woman,材质,pale blue silk damask embroidered with silk and metal-wrapped threads and edged with black silk satin
Blue Silk Damask Skirt for a Woman,尺寸,overall: 97 cm x 17 cm
Blue Silk Damask Skirt for a Woman,对象类型,skirt
Blue Silk Damask Skirt for a Woman,时期,Qing 19th century
Blue Silk Damask Skirt for a Woman,制作地点,China
Magenta Silk Jacket for a Child,创作者,unknown
Magenta Silk Jacket for a Child,类别,clothing
Magenta Silk Jacket for a Child,捐赠来源,Gift of Sandy and Cécile Mactaggart
Magenta Silk Jacket for a Child,文化,Chinese
Magenta Silk Jacket for a Child,制作时间,date unknown
Magenta Silk Jacket for a Child,材质,pink-purple silk damask with off-white silk brocade facings
Magenta Silk Jacket for a Child,尺寸,overall: 39.1 cm x 72 cm; neck to hem: 39.1 cm; cuff to cuff: x 72 cm
Magenta Silk Jacket for a Child,对象类型,jacket
Magenta Silk Jacket for a Child,时期,Qing 19th century
Magenta Silk Jacket for a Child,制作地点,China
Silk Tapestry Weave Cushion Cover,创作者,unknown
Silk Tapestry Weave Cushion Cover,类别,textiles
Silk Tapestry Weave Cushion Cover,捐赠来源,Gift of Sandy and Cécile Mactaggart
Silk Tapestry Weave Cushion Cover,文化,Chinese
Silk Tapestry Weave Cushion Cover,制作时间,date unknown
Silk Tapestry Weave Cushion Cover,材质,embroidery; gold wrapped silk thread; silk; silk brocade; lacquered wood; plexiglas; paper tape; cardboard; dye; tapestry weave
Silk Tapestry Weave Cushion Cover,尺寸,overall: 110.6 cm x 106.6 cm
Silk Tapestry Weave Cushion Cover,对象类型,cushion cover
Silk Tapestry Weave Cushion Cover,时期,Qing 18th-19th centuries
Silk Tapestry Weave Cushion Cover,制作地点,China
Embroidered Silk Purse,创作者,unknown
Embroidered Silk Purse,类别,costume accessories
Embroidered Silk Purse,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Silk Purse,文化,Chinese
Embroidered Silk Purse,制作时间,date unknown
Embroidered Silk Purse,材质,silk satin; embroidery; silk floss; cotton; gold wrapped silk thread; linen; plastic; metal; paper
Embroidered Silk Purse,尺寸,overall: 23.8 cm x 9.2 cm x 1 cm
Embroidered Silk Purse,对象类型,purse
Embroidered Silk Purse,时期,Qing 19th century
Embroidered Silk Purse,制作地点,China
Silk Gauze Dragon Robe for a Man,创作者,unknown
Silk Gauze Dragon Robe for a Man,类别,clothing
Silk Gauze Dragon Robe for a Man,捐赠来源,Gift of Sandy and Cécile Mactaggart
Silk Gauze Dragon Robe for a Man,文化,Chinese
Silk Gauze Dragon Robe for a Man,制作时间,ca. 1900
Silk Gauze Dragon Robe for a Man,材质,blue silk gauze brocaded with metal-wrapped threads
Silk Gauze Dragon Robe for a Man,尺寸,overall: 132.5 cm x 207.5 cm; neck to hem: 132.5 cm; cuff to cuff: x 207.5 cm
Silk Gauze Dragon Robe for a Man,对象类型,robe
Silk Gauze Dragon Robe for a Man,时期,Qing 19th-20th centuries
Silk Gauze Dragon Robe for a Man,制作地点,China
Album of Flowers and Birds,创作者,Luo Ping
Album of Flowers and Birds,类别,albums
Album of Flowers and Birds,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album of Flowers and Birds,文化,Chinese
Album of Flowers and Birds,制作时间,1781
Album of Flowers and Birds,描述,An album of 10 paintings of various birds and flowers.
Album of Flowers and Birds,题跋,"Each painting is signed by Liangfeng (or a variation of the artist's signature).  Each painting is impressed with 1artist seal. The album is impressed with 17 collector's seals, and includes seals from: Dai Zhi, Wu…												

													Each painting is signed by Liangfeng (or a variation of the artist's signature).  Each painting is impressed with 1artist seal. The album is impressed with 17 collector's seals, and includes seals from: Dai Zhi, Wu Yun (1811-1883) and Ling Xiongguang.												
Read More +"
Album of Flowers and Birds,材质,ink on paper
Album of Flowers and Birds,尺寸,overall: 2 cm x 33.3 cm x 32.5 cm; sheet: 32.4 cm x 33.2 cm
Album of Flowers and Birds,对象类型,album
Album of Flowers and Birds,时期,Qing 18th century
Album of Flowers and Birds,制作地点,China
Two Pairs of Embroidered Cream Silk Sleeve Bands,创作者,unknown
Two Pairs of Embroidered Cream Silk Sleeve Bands,类别,clothing
Two Pairs of Embroidered Cream Silk Sleeve Bands,捐赠来源,Gift of Sandy and Cécile Mactaggart
Two Pairs of Embroidered Cream Silk Sleeve Bands,文化,Chinese
Two Pairs of Embroidered Cream Silk Sleeve Bands,制作时间,date unknown
Two Pairs of Embroidered Cream Silk Sleeve Bands,材质,silk; silk brocade; silk satin; embroidery
Two Pairs of Embroidered Cream Silk Sleeve Bands,对象类型,sleeve band
Two Pairs of Embroidered Cream Silk Sleeve Bands,时期,Qing 19th century
Two Pairs of Embroidered Cream Silk Sleeve Bands,制作地点,China
Front Panel of a Rank Badge for a Seventh Rank Civil Official,创作者,unknown
Front Panel of a Rank Badge for a Seventh Rank Civil Official,类别,textiles
Front Panel of a Rank Badge for a Seventh Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Front Panel of a Rank Badge for a Seventh Rank Civil Official,文化,Chinese
Front Panel of a Rank Badge for a Seventh Rank Civil Official,制作时间,1875-1908
Front Panel of a Rank Badge for a Seventh Rank Civil Official,描述,"Qing Period (1644-1911), Seventh Rank Civil Official (Mandarin Duck)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)"
Front Panel of a Rank Badge for a Seventh Rank Civil Official,材质,gold wrapped silk thread; silk floss; silk satin; silk twill; silver wrapped silk thread; embroidery
Front Panel of a Rank Badge for a Seventh Rank Civil Official,对象类型,rank badge
Front Panel of a Rank Badge for a Seventh Rank Civil Official,时期,Qing 19th-20th centuries
Front Panel of a Rank Badge for a Seventh Rank Civil Official,制作地点,China
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,创作者,unknown
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,类别,textiles
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,文化,Chinese
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,制作时间,1862-1874
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
These rank badges feature a quail, representing an eighth rank civil official. In the Ming Dynasty, the birds on rank badges were often presented in pairs in an upper and lower position. Later, in the Qing Dynasty, only one bird or beast was seen on rank badges. This bird is perched on a rock and gazing at a sun disc in the top left corner. This badge is woven in tapestry, with gold metal-wrapped thread and details rendered in multi-coloured silk floss. Coloured ink was used for colour gradation."
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,材质,gold wrapped silk thread; ink; linen; silk; silk satin; tapestry weave
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,对象类型,rank badge
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,时期,Qing 19th century
Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,制作地点,China
Front Panel of a Rank Badge for a Fourth Rank Civil Official,创作者,unknown
Front Panel of a Rank Badge for a Fourth Rank Civil Official,类别,textiles
Front Panel of a Rank Badge for a Fourth Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Front Panel of a Rank Badge for a Fourth Rank Civil Official,文化,Chinese
Front Panel of a Rank Badge for a Fourth Rank Civil Official,制作时间,1851-1861
Front Panel of a Rank Badge for a Fourth Rank Civil Official,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
This rank badge features a wild goose, symbolizing a fourth rank civil official. Perched on a rock amid waves, the goose gazes toward the sun disc in the upper right corner. Ruyi-shaped clouds and bats decorate the sky. The badge is woven in tapestry (kesi), and ink was used for details and colour gradation."
Front Panel of a Rank Badge for a Fourth Rank Civil Official,材质,linen; silk
Front Panel of a Rank Badge for a Fourth Rank Civil Official,对象类型,rank badge
Front Panel of a Rank Badge for a Fourth Rank Civil Official,时期,Qing 19th century
Front Panel of a Rank Badge for a Fourth Rank Civil Official,制作地点,China
Embroidered Red Silk Yardage for a Woman's Informal Robe,创作者,unknown
Embroidered Red Silk Yardage for a Woman's Informal Robe,类别,textiles
Embroidered Red Silk Yardage for a Woman's Informal Robe,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Red Silk Yardage for a Woman's Informal Robe,文化,Chinese
Embroidered Red Silk Yardage for a Woman's Informal Robe,制作时间,date unknown
Embroidered Red Silk Yardage for a Woman's Informal Robe,材质,silk floss; silk twill; embroidery
Embroidered Red Silk Yardage for a Woman's Informal Robe,尺寸,overall: 295 cm x 76.9 cm
Embroidered Red Silk Yardage for a Woman's Informal Robe,对象类型,yardage
Embroidered Red Silk Yardage for a Woman's Informal Robe,时期,Qing 20th century
Embroidered Red Silk Yardage for a Woman's Informal Robe,制作地点,China
One Scroll from Peach Blossom Spring,创作者,Yuan Jiang
One Scroll from Peach Blossom Spring,类别,paintings
One Scroll from Peach Blossom Spring,捐赠来源,Gift of Sandy and Cécile Mactaggart
One Scroll from Peach Blossom Spring,文化,Chinese
One Scroll from Peach Blossom Spring,制作时间,1719
One Scroll from Peach Blossom Spring,材质,ink and colour on silk
One Scroll from Peach Blossom Spring,对象类型,hanging scroll
One Scroll from Peach Blossom Spring,时期,Qing 18th century
One Scroll from Peach Blossom Spring,制作地点,China
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,创作者,unknown
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,类别,clothing
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,捐赠来源,Gift of Sandy and Cécile Mactaggart
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,文化,Chinese
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,制作时间,date unknown
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,材质,yellow silk and metal-wrapped thread tapestry weave with ink details
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,尺寸,overall: 124 cm x 94.6 cm; neck to hem: 124 cm; cuff to cuff: x 94.6 cm
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,对象类型,robe
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,时期,Qing 19th century
Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,制作地点,China
Album Leaf from Album of Figures,创作者,Ren Yi
Album Leaf from Album of Figures,类别,albums
Album Leaf from Album of Figures,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Album of Figures,文化,Chinese
Album Leaf from Album of Figures,制作时间,date unknown
Album Leaf from Album of Figures,描述,"The painting is associated with the poem (2004.19.38.16). The central figure is a man kneeling in a reverent posture. His body is positioned on a circular mat. In the background, the heads of the tree exceed the parapet wall, which has a motif of jumbled semicircles framed by rectangles. Atop a standing shelf sits an incense burner, with smoke rising into the air. The foliage behind the structure shows the season, possibly late autumn, due to the brownish hues.
The inscription on the right writes “Ren Yi, also known as Ren Bonian from Shanyin [山陰仁颐伯年[???],” and the red seal belongs to him."
Album Leaf from Album of Figures,材质,ink and colour on paper
Album Leaf from Album of Figures,对象类型,album leaf
Album Leaf from Album of Figures,时期,Qing 19th century
Album Leaf from Album of Figures,制作地点,China
Embroidered Yellow Silk Cushion,创作者,unknown
Embroidered Yellow Silk Cushion,类别,textiles
Embroidered Yellow Silk Cushion,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Yellow Silk Cushion,文化,Chinese
Embroidered Yellow Silk Cushion,制作时间,date unknown
Embroidered Yellow Silk Cushion,材质,cotton; silk; silk floss; silk satin; embroidery
Embroidered Yellow Silk Cushion,尺寸,overall: 42 cm x 40 cm x 9.5 cm
Embroidered Yellow Silk Cushion,对象类型,cushion
Embroidered Yellow Silk Cushion,时期,Qing 18th century
Embroidered Yellow Silk Cushion,制作地点,China
Embroidered Cream Silk Bed Cover,创作者,unknown
Embroidered Cream Silk Bed Cover,类别,textiles
Embroidered Cream Silk Bed Cover,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Cream Silk Bed Cover,文化,Chinese
Embroidered Cream Silk Bed Cover,制作时间,1736-1795
Embroidered Cream Silk Bed Cover,材质,off-white silk satin embroidered with silk
Embroidered Cream Silk Bed Cover,尺寸,overall: 253 cm x 302 cm
Embroidered Cream Silk Bed Cover,对象类型,bed cover
Embroidered Cream Silk Bed Cover,时期,Qing 18th century
Embroidered Cream Silk Bed Cover,制作地点,China
Box for the Conquests of the Emperor Qianlong,创作者,unknown
Box for the Conquests of the Emperor Qianlong,类别,containers
Box for the Conquests of the Emperor Qianlong,捐赠来源,Gift of Sandy and Cécile Mactaggart
Box for the Conquests of the Emperor Qianlong,文化,Chinese
Box for the Conquests of the Emperor Qianlong,制作时间,1767-1774
Box for the Conquests of the Emperor Qianlong,描述,A blue clamshell style storage box.
Box for the Conquests of the Emperor Qianlong,材质,cloth covered support
Box for the Conquests of the Emperor Qianlong,尺寸,overall: 5.3 cm x 114.8 cm x 66.2 cm
Box for the Conquests of the Emperor Qianlong,对象类型,box
Box for the Conquests of the Emperor Qianlong,时期,Qing 18th century
Box for the Conquests of the Emperor Qianlong,制作地点,China
Fragment of a Silk Brocade Dragon Robe,创作者,unknown
Fragment of a Silk Brocade Dragon Robe,类别,textiles
Fragment of a Silk Brocade Dragon Robe,捐赠来源,Gift of Sandy and Cécile Mactaggart
Fragment of a Silk Brocade Dragon Robe,文化,Chinese
Fragment of a Silk Brocade Dragon Robe,制作时间,1662-1722
Fragment of a Silk Brocade Dragon Robe,描述,"Fragment of a skirt hem from a brocade dragon robe. There are two five-clawed dragons above waves, ruyi shapes, and a mountain. All four edges are cut. There is a seam down the middle, which would have adjoined two lengths of fabric to make the robe. Likely from the same robe as 2005.5.395.2"
Fragment of a Silk Brocade Dragon Robe,材质,gold wrapped silk thread; silk brocade
Fragment of a Silk Brocade Dragon Robe,尺寸,overall: 65 cm x 91 cm
Fragment of a Silk Brocade Dragon Robe,对象类型,fragment
Fragment of a Silk Brocade Dragon Robe,时期,Qing 17th-18th centuries
Fragment of a Silk Brocade Dragon Robe,制作地点,China
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,创作者,unknown
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,类别,clothing
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,捐赠来源,Gift of Sandy and Cécile Mactaggart
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,文化,Chinese
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,制作时间,date unknown
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,材质,"pale blue-green silk satin embroidered with silk and metal-wrapped threads, edged with embroidered yellow silk satin"
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,尺寸,overall: 44.8 cm x 47.7 cm
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,对象类型,vest
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,时期,Qing 19th century
Back of Embroidered Blue Silk Vest for a Straits Chinese Child,制作地点,China
Lid of Box for Monk Meditating in Woods,创作者,unknown
Lid of Box for Monk Meditating in Woods,类别,containers
Lid of Box for Monk Meditating in Woods,捐赠来源,Gift of Sandy and Cécile Mactaggart
Lid of Box for Monk Meditating in Woods,文化,Chinese
Lid of Box for Monk Meditating in Woods,制作时间,1566
Lid of Box for Monk Meditating in Woods,描述,Lid of storage box for handscroll.
Lid of Box for Monk Meditating in Woods,尺寸,1.2 x 8.6 x 32.4
Lid of Box for Monk Meditating in Woods,对象类型,"box, lid"
Lid of Box for Monk Meditating in Woods,时期,Ming 16th century
Lid of Box for Monk Meditating in Woods,制作地点,China
Album Leaf from Album of Figures,创作者,Ren Yi
Album Leaf from Album of Figures,类别,albums
Album Leaf from Album of Figures,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Album of Figures,文化,Chinese
Album Leaf from Album of Figures,制作时间,date unknown
Album Leaf from Album of Figures,描述,"This album leaf is one of thirteen inscriptions in Ren Yi’s Album of Figures, featuring a four-line poem with seven characters per line. The poem was written in cursive script by Taixi (1899–1989) and later attached to Ren Yi’s paintings. The text is associated with the imagery on the album leaf attached beneath it (2004.19.38.15)."
Album Leaf from Album of Figures,材质,ink and colour on paper
Album Leaf from Album of Figures,对象类型,album leaf
Album Leaf from Album of Figures,时期,Qing 19th century
Album Leaf from Album of Figures,制作地点,China
Embroidered Red Silk Cushion Cover,创作者,unknown
Embroidered Red Silk Cushion Cover,类别,textiles
Embroidered Red Silk Cushion Cover,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Red Silk Cushion Cover,文化,Chinese
Embroidered Red Silk Cushion Cover,制作时间,date unknown
Embroidered Red Silk Cushion Cover,材质,gold wrapped silk thread; silk; silk brocade; silk satin; embroidery
Embroidered Red Silk Cushion Cover,尺寸,overall: 57.7 cm x 64.5 cm
Embroidered Red Silk Cushion Cover,对象类型,cushion cover
Embroidered Red Silk Cushion Cover,时期,Qing 19th century
Embroidered Red Silk Cushion Cover,制作地点,China
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,创作者,unknown
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,类别,textiles
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,文化,Chinese
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,制作时间,1875-1908
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,材质,gold wrapped silk thread; silk floss; silk satin; silk twill; silver wrapped silk thread; embroidery
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,尺寸,overall: 28.2 cm x 15 cm
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,对象类型,rank badge
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,时期,Qing 19th-20th centuries
Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,制作地点,China
Back Panel of a Rank Badge for a Sixth Rank Military Official,创作者,unknown
Back Panel of a Rank Badge for a Sixth Rank Military Official,类别,textiles
Back Panel of a Rank Badge for a Sixth Rank Military Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Back Panel of a Rank Badge for a Sixth Rank Military Official,文化,Chinese
Back Panel of a Rank Badge for a Sixth Rank Military Official,制作时间,1851-1861
Back Panel of a Rank Badge for a Sixth Rank Military Official,描述,"Qing Period (1644-1911), Sixth Rank Military Official (Panther)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)"
Back Panel of a Rank Badge for a Sixth Rank Military Official,材质,gold wrapped silk thread; ink; linen; silk; silk floss; silk satin; silver wrapped silk thread; embroidery
Back Panel of a Rank Badge for a Sixth Rank Military Official,尺寸,overall: 30.3 cm x 30.6 cm
Back Panel of a Rank Badge for a Sixth Rank Military Official,对象类型,rank badge
Back Panel of a Rank Badge for a Sixth Rank Military Official,时期,Qing 19th century
Back Panel of a Rank Badge for a Sixth Rank Military Official,制作地点,China
Base of Box for Monk Meditating in Woods,创作者,unknown
Base of Box for Monk Meditating in Woods,类别,containers
Base of Box for Monk Meditating in Woods,捐赠来源,Gift of Sandy and Cécile Mactaggart
Base of Box for Monk Meditating in Woods,文化,Chinese
Base of Box for Monk Meditating in Woods,制作时间,1566
Base of Box for Monk Meditating in Woods,描述,Base of storage box for handscroll.
Base of Box for Monk Meditating in Woods,对象类型,"box, base"
Base of Box for Monk Meditating in Woods,时期,Ming 16th century
Base of Box for Monk Meditating in Woods,制作地点,China
Celebrating the Festival,创作者,"Zhang, Zhihe"
Celebrating the Festival,类别,paintings
Celebrating the Festival,捐赠来源,Gift of Sandy and Cécile Mactaggart
Celebrating the Festival,文化,Chinese
Celebrating the Festival,制作时间,1985
Celebrating the Festival,描述,"The painting depicts a crowded plaza scene with people performing the traditional Dragon Dance in celebration of a festival. The composition of the painting is dynamic, with the long dragon snaking through the plaza and a multitude of people watching and participating in the festivities. The atmosphere is lively and joyful. The use of colour in the painting is particularly striking, with the bright colours of the dragon and the people's clothing contrasting with the neutral tones of the brown in the background. The intricate details of the dragon's scales, the people's clothing give the painting a sense of liveness, while the stylized forms of the people and the dragon add a touch of naivety to the overall composition."
Celebrating the Festival,材质,Gouache on mulberry paper
Celebrating the Festival,尺寸,overall: 88 cm x 110 cm; image: 77.6 cm x 110 cm
Celebrating the Festival,对象类型,painting
Celebrating the Festival,制作地点,"China: Shaanxi, Hu Xian"
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,创作者,unknown
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,类别,textiles
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,文化,Chinese
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,制作时间,1875-1908
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,材质,gold wrapped silk thread; silk; silk floss; silk gauze; silver wrapped silk thread; embroidery
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,尺寸,overall: 28.9 cm x 15.4 cm
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,对象类型,rank badge
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,时期,Qing 19th-20th centuries
Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,制作地点,China
Embroidered Brown Silk Dragon Robe for an Imperial Prince,创作者,unknown
Embroidered Brown Silk Dragon Robe for an Imperial Prince,类别,clothing
Embroidered Brown Silk Dragon Robe for an Imperial Prince,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Brown Silk Dragon Robe for an Imperial Prince,文化,Chinese
Embroidered Brown Silk Dragon Robe for an Imperial Prince,制作时间,date unknown
Embroidered Brown Silk Dragon Robe for an Imperial Prince,材质,brown silk satin embroidered with silk and metal-wrapped threads
Embroidered Brown Silk Dragon Robe for an Imperial Prince,尺寸,overall: 145.7 cm x 170 cm; neck to hem: 145.7 cm; cuff to cuff: x 170 cm
Embroidered Brown Silk Dragon Robe for an Imperial Prince,对象类型,robe
Embroidered Brown Silk Dragon Robe for an Imperial Prince,时期,Qing 18th-19th centuries
Embroidered Brown Silk Dragon Robe for an Imperial Prince,制作地点,China
Embroidered Silk Fragmentary Panel,创作者,unknown
Embroidered Silk Fragmentary Panel,类别,textiles
Embroidered Silk Fragmentary Panel,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Silk Fragmentary Panel,文化,Chinese
Embroidered Silk Fragmentary Panel,制作时间,ca. 1900
Embroidered Silk Fragmentary Panel,材质,gold wrapped silk thread; silk; silk brocade; silk jacquard; silk satin
Embroidered Silk Fragmentary Panel,尺寸,overall: 91.5 cm x 56.3 cm
Embroidered Silk Fragmentary Panel,对象类型,panel
Embroidered Silk Fragmentary Panel,时期,Qing 19th-20th centuries
Embroidered Silk Fragmentary Panel,制作地点,China
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",创作者,Gao Jin
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",类别,published works
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",捐赠来源,Gift of Sandy and Cécile Mactaggart
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",文化,Chinese
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",制作时间,1771
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 17, Chapter 43-44. Hefang [River conservation]. Woodblock printed, thread binding."
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",材质,"printed woodblock, thread binding"
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",尺寸,overall: 29.8 cm x 20.5 cm
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",对象类型,book
"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",制作地点,China: Beijing
Album Leaf from Album of Landscapes,创作者,Yao Song
Album Leaf from Album of Landscapes,类别,albums
Album Leaf from Album of Landscapes,捐赠来源,Gift of Sandy and Cécile Mactaggart
Album Leaf from Album of Landscapes,文化,Chinese
Album Leaf from Album of Landscapes,制作时间,date unknown
Album Leaf from Album of Landscapes,材质,ink and colour on paper
Album Leaf from Album of Landscapes,尺寸,overall: 3.3 cm x 16.8 cm x 26.6 cm; image: 16 cm x 9.9 cm
Album Leaf from Album of Landscapes,对象类型,album leaf
Album Leaf from Album of Landscapes,时期,Qing 17th-18th centuries
Album Leaf from Album of Landscapes,制作地点,China
Blue Silk Panel made from a Fragment of a Woman's Skirt,创作者,unknown
Blue Silk Panel made from a Fragment of a Woman's Skirt,类别,textiles
Blue Silk Panel made from a Fragment of a Woman's Skirt,捐赠来源,Gift of Sandy and Cécile Mactaggart
Blue Silk Panel made from a Fragment of a Woman's Skirt,文化,Chinese
Blue Silk Panel made from a Fragment of a Woman's Skirt,制作时间,ca. 1900
Blue Silk Panel made from a Fragment of a Woman's Skirt,描述,(Has white teeth)
Blue Silk Panel made from a Fragment of a Woman's Skirt,材质,silk; embroidery; braid
Blue Silk Panel made from a Fragment of a Woman's Skirt,尺寸,overall: 42.3 cm x 34.5 cm
Blue Silk Panel made from a Fragment of a Woman's Skirt,对象类型,panel
Blue Silk Panel made from a Fragment of a Woman's Skirt,时期,Qing 19th-20th centuries
Blue Silk Panel made from a Fragment of a Woman's Skirt,制作地点,China
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,创作者,unknown
Embroidered Black Silk Gauze Formal Dragon Robe Skirt,类别,clothing
