Subject,Predicate,Object,ObjectLabel
2005.5.391.2,材质,silk tapestry weave with ink details,material
2005.5.452,时期,Qing 19th century,period
2004.19.81,时期,Qing 19th century,period
2005.5.602.1,材质,gold wrapped silk thread; ink; linen; peacock feathers; silk; silver wrapped silk thread; tapestry weave,material
2005.5.191,类别,clothing,category
2005.5.599.2,类别,textiles,category
2005.5.403.4.2,尺寸,overall: 5 cm x 8.4 cm,measurement
2004.19.31,尺寸,sheet: 243.2 cm x 61 cm; image: 148.3 cm x 46.5 cm,measurement
2005.5.116,制作地点,China,place
2005.5.552,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.68.1.10,尺寸,overall: 63.4 cm x 112.6 cm; image: 52.7 cm x 93.1 cm,measurement
2005.5.599.1.1,文化,Chinese,culture
2009.8.6,文化,Chinese,culture
2005.5.588,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts.  This pair of rank badges features a flycatcher, representing a ninth rank civil official. In the Ming Dynasty, the birds on rank badges were often presented in pairs in an upper and lower position. Later, in the Qing Dynasty, only one bird was seen on rank badges. The flycatcher is surrounded by ruyi-shaped clouds and four bats, with its wings spread wide and gaze directed toward the sun disk in the upper left corner. This badge is embroidered with gold-metal wrapped thread and silk floss using counted stitches on silk gauze.",description
2004.19.2.37,描述,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour depiction of two soldiers in military uniform. The man on the left wears studded armour with a musket while the man on the right wears a yellow vest over a blue jacket and holds a decorative staff. The character on his vest says ""brave"".",description
2005.5.426,制作地点,China,place
2010.20.1.3.1,描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 13, Chapter 32-33. Tianzhang [Imperial essays]. Woodblock printed, thread binding.",description
2005.5.273,尺寸,overall: 102.3 cm x 95.4 cm,measurement
2004.19.9.5,时期,Qing 17th-18th centuries,period
2005.5.548.2,对象类型,rank badge,type
2005.5.34,对象类型,panel,type
2005.5.599.1,对象类型,rank badge,type
2005.5.432,文化,Chinese,culture
2005.5.555,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.337.2.2,制作地点,China,place
2010.16.1.9,尺寸,overall: 49 cm x 32 cm; sheet: 49 cm x 32 cm; image: 42 cm x 23 cm,measurement
2005.5.145,时期,Qing 19th century,period
2005.5.503.1,对象类型,panel,type
2005.5.192,文化,Chinese,culture
2004.19.38.13,类别,albums,category
2004.19.9.5,尺寸,overall: 3.3 cm x 16.8 cm x 26.6 cm; image: 16 cm x 9.9 cm,measurement
2005.5.567,文化,Chinese,culture
2004.19.32,题跋,Signed and inscribed by Fan Yunlin and impressed with 2 seals of the artist.  The scroll is also impressed with 3 collector's seals.,inscription
2005.5.364.2,制作时间,1800-1820,date
2005.5.366,标题,Embroidered Plum Silk Yardage for a Woman's Informal Robe,title
2005.5.68,标题,Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,title
2005.5.347,时期,Qing 18th century,period
2004.19.2.41,对象类型,album leaf,type
2010.16.1.2,类别,albums,category
2005.5.78,标题,Blue Silk Satin Vest for a Woman,title
2004.19.6,类别,paintings,category
2005.5.594.1,制作地点,China,place
2005.5.447,标题,Uncut Embroidered Red Silk Bridal Dragon Robe,title
2005.5.481,尺寸,overall: 134 cm x 103 cm,measurement
2004.19.2.35,材质,ink; paper,material
2005.5.560.1,类别,textiles,category
2005.5.332,制作地点,China,place
2005.5.140.2,类别,textiles,category
2005.5.238.1,尺寸,overall: 38.2 cm x 39.9 cm x 1.3 cm,measurement
2004.19.73.2,尺寸,12.7 cm x 7.62 cm,measurement
2005.5.457,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.75.2,材质,lacquer,material
2005.5.322,材料术语,Tapestry Weave											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.47,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.379.1,尺寸,overall: 98.5 cm x 9 cm,measurement
2004.19.27,创作者,Fang Shishu,artist
2005.5.561.2,材质,gold wrapped silk thread; linen; silk; ink; tapestry weave,material
2005.5.148,材质,green silk and metal-wrapped thread tapestry weave,material
2010.16.1.5,材质,ink and colour on paper,material
2009.8.11,描述,Puppet costume for the role of a general,description
2005.5.575,文化,Chinese,culture
2005.5.583.1,文化,Chinese,culture
2005.5.343,标题,Embroidered Black Silk Gauze Formal Dragon Robe Skirt and Collar,title
2005.5.502,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.1.1.28,文化,Chinese,culture
2005.5.580.1.2,时期,Qing 19th-20th centuries,period
2004.19.3.29,尺寸,sheet: 35.4 cm x 43.2 cm; image: 22.1 cm x 27.7 cm,measurement
2011.16.1.2,描述,One of a pair of quilted epaulettes from ceremonial armour with black velvet trim,description
2005.5.337.2.3,标题,Exterior Lid for the Lacquer Hat Storage Box,title
2005.5.606.2,时期,Qing 19th century,period
2004.19.79.6,制作时间,1681,date
2005.5.280.1,文化,Chinese,culture
2005.5.257,类别,clothing,category
2005.5.297,材质,silk brocade,material
2005.5.205,制作地点,China,place
2005.5.467,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.368,制作地点,China,place
2005.5.142,标题,Embroidered Yellow Silk Bed Cover,title
2005.5.523,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.54,时期,Ming 17th century,period
2005.5.240.1,时期,Ming 15th century,period
2005.5.199,制作地点,China,place
2005.5.513,对象类型,yardage,type
2005.5.384,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2016.3.1.1.1,尺寸,overall: 28.8 cm x 14.6 cm,measurement
2005.5.544,制作时间,1862-1874,date
2005.5.1,时期,Qing 19th-20th centuries,period
2005.5.343.2,类别,clothing,category
2005.5.612,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.513,时期,Modern 20th century,period
2005.5.599.1.1,尺寸,overall: 30.6 cm x 14.8 cm,measurement
2005.5.299,类别,textiles,category
2010.16.1.14,尺寸,overall: 49 cm x 32 cm; sheet: 49 cm x 32 cm; image: 42 cm x 23 cm,measurement
2010.20.1.3.3,类别,published works,category
2005.5.408,标题,Blue Silk Informal Robe for a Woman,title
2005.5.58,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.68.1.3,描述,A blank piece composed of two pieces of paper mounted side-by-side with a visible seam between the two.,description
2005.5.224,材料术语,Brocade											 											  												 												 													 														View Materials Glossary Details »,glossary
2010.20.1.2.5,创作者,Gao Jin,artist
2004.19.38.18,制作地点,China,place
2004.19.1.1.37,题跋,"皇太后 皇后朝褂三 謹按 本朝定制 皇太后 皇后朝褂 色用石青 片金緣  繡文前後立龍各二 中... Translation of the Chinese text: Court vest chaogua, the third style, for the Empress…   													皇太后 皇后朝褂三 謹按 本朝定制 皇太后 皇后朝褂 色用石青 片金緣  繡文前後立龍各二 中... Translation of the Chinese text: Court vest chaogua, the third style, for the Empress Dowager and Empress/In accordance with the decree of the present dynasty:/The court vest of the Empress Dowager and Empress is in azurite-blue colour and with gold trimming. There are embroidered patterns with two standing-dragon motifs on each of the front and back. The middle... [text continued on left leaf, 2004.19.1.1.36]"" (Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 103; Modified by Isabel Pi-fen Chueh)  On the reverse of the piece ""(32)"" is handwritten in pencil on the upper right corner.  Read More +",inscription
2005.5.601.2,文化,Chinese,culture
2005.5.641.1,对象类型,vest,type
2005.5.605.1.1,尺寸,overall: 26.4 cm x 14.9 cm,measurement
2005.5.286,文化,Chinese,culture
2005.5.200,类别,clothing,category
2005.5.324,标题,Blue Silk Tapestry Weave Dragon Robe for a Man,title
2005.5.347,对象类型,rank badge,type
2005.5.39,时期,Qing 19th century,period
2004.19.1.1.50,类别,albums,category
2004.19.2.40,类别,albums,category
2004.19.22,对象类型,hanging scroll,type
2005.5.607.1,标题,Front Panel of a Rank Badge for a Fifth Rank Civil Official,title
2004.19.11.11,制作时间,1719,date
2005.5.473,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.1.1.42,尺寸,sheet: 42.2 cm x 40.8 cm; image: 26.6 cm x 30.4 cm,measurement
2005.5.468,制作地点,China,place
2004.19.78,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.68.1.4,制作时间,1767-1774,date
2005.5.145.2,文化,Chinese,culture
2005.5.566,制作时间,1875-1908,date
2005.5.390,材质,gold wrapped silk thread; silk; plexiglas; wood; embroidery,material
2005.5.310,尺寸,overall: 33.5 cm x 32.7 cm; frame: 53.5 cm x 53.6 cm,measurement
2005.5.151,尺寸,overall: 237 cm x 220.5 cm; neck to hem: 237 cm; cuff to cuff: x 220.5 cm,measurement
2005.5.533.1,标题,Embroidered Silk Fragmentary Panel,title
2005.5.621.5.1,材质,brass; silk; jade; coral,material
2005.5.243,时期,Qing 19th century,period
2005.5.181,制作地点,China,place
2005.5.591,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.558.2,材质,gold wrapped silk thread; silk; silk floss; silk gauze; needlework,material
2005.5.93,时期,Qing 19th century,period
2010.20.1.3.5,材质,"printed woodblock, thread binding",material
2005.5.486,制作时间,ca. 1920,date
2005.5.277,时期,Qing 19th-20th centuries,period
2005.5.402.1,文化,Chinese,culture
2005.5.53,标题,Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,title
2005.5.588.1,材质,gold wrapped silk thread; silk; silk floss; silk gauze; silk satin; silver wrapped silk thread; embroidery,material
2004.19.51,描述,A hanging scroll painting of a mountain landscape.,description
2005.5.598,制作地点,China,place
2005.5.618,材质,gold wrapped silk thread; silk; silk satin; silver wrapped silk thread; embroidery,material
2005.5.261,制作地点,China,place
2004.19.1.1.46,文化,Chinese,culture
2005.5.448.2,类别,textiles,category
2004.19.73.2,描述,A completely calligraphic letter.,description
2005.5.118,对象类型,hanging,type
2005.5.510,材料术语,Brocade; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.449,类别,clothing,category
2005.5.604,制作时间,1875-1908,date
2004.19.54.2,制作地点,China,place
2004.19.54.2.2,尺寸,9.5 cm x 9.6 cm x 49.2 cm,measurement
2005.5.298,材质,silk; silk brocade; silk floss; silk satin; silver wrapped silk thread; embroidery,material
2005.5.606,制作地点,China,place
2010.20.1.6.5,文化,Chinese,culture
2005.5.536.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.552.1,标题,Front Panel of a Rank Badge for a Fifth Rank Civil Official,title
2004.19.68.1.8,文化,Chinese,culture
2004.19.73.4.1,对象类型,"box, base",type
2005.5.542,制作时间,1573-1619,date
2004.19.30,类别,paintings,category
2005.5.620,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.66,标题,Lady in a Pavilion,title
2004.19.1.1.25,文化,Chinese,culture
2005.5.621.6.2.2,文化,Chinese,culture
2005.5.266,文化,Chinese,culture
2005.5.69,文化,Chinese,culture
2005.5.110,标题,Embroidered Terracotta Silk Panel,title
2005.5.578.1.2,材料术语,Damask; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2004.19.85.3.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.244.2,文化,Chinese,culture
2010.20.1.6.6,对象类型,book,type
2005.5.334,类别,clothing,category
2004.19.3.25,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.311,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.3.5,时期,Qing 18th-19th centuries,period
2010.21.4,尺寸,overall: 90.5 cm x 97.8 cm x 2.7 cm,measurement
2004.19.72.1,制作时间,1702,date
2005.5.576.1,文化,Chinese,culture
2005.5.494,对象类型,yardage,type
2010.20.2.2,文化,Chinese,culture
2004.19.3.14,类别,albums,category
2005.5.623,类别,textiles,category
2005.5.562.1.2,文化,Chinese,culture
2005.5.588.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.359,标题,Embroidered Red Silk Hanging,title
2005.5.269,时期,18th century,period
2004.19.38.25,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.278.2,类别,textiles,category
2005.5.210,标题,Embroidered Black Silk Vest for a Woman,title
2005.5.105,类别,clothing,category
2005.5.323,时期,Qing 19th century,period
2005.5.223,时期,Qing 17th-18th centuries,period
2004.19.9.13,时期,Qing 17th-18th centuries,period
2005.5.108,制作地点,Tibet,place
2005.5.81,标题,Embroidered Brown Silk Dragon Robe for a Woman,title
2010.20.2.4,制作地点,China,place
2005.5.566.1.2,标题,Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,title
2004.19.55,时期,Ming 16th century,period
2005.5.86,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.412,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.399,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.317,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.224,时期,Qing 17th-20th centuries,period
2005.5.131,时期,Qing 19th century,period
2004.19.15.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.589,类别,textiles,category
2005.5.208,对象类型,robe,type
2004.19.45,创作者,Fu Baoshi,artist
2005.5.75,制作时间,ca. 1880,date
2005.5.410,制作地点,China,place
2004.19.1.1.23,题跋,"皇太后 皇后夏朝袍一圖 Translation of the Chinese text: ""Illustration of Summer court robe chaopao, the first style for the Empress Dowager and Empress."" On the reverse of the piece ""(45)"" is handwritten in…   													皇太后 皇后夏朝袍一圖 Translation of the Chinese text: ""Illustration of Summer court robe chaopao, the first style for the Empress Dowager and Empress."" On the reverse of the piece ""(45)"" is handwritten in pencil on the upper left corner. Below the pencil number are two black ink marking.  Read More +",inscription
2005.5.402.1,时期,Qing 18th century,period
2005.5.633,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.441.2,文化,Chinese,culture
2004.19.2.48,尺寸,sheet: 46.7 cm x 58.2 cm; image: 44.4 cm x 57.1 cm,measurement
2004.19.2.20,材质,ink; paper,material
2005.5.553.1,尺寸,overall: 28.6 cm x 29.7 cm,measurement
2005.5.1,制作时间,ca. 1900,date
2004.19.38.2,对象类型,album leaf,type
2005.5.530,类别,textiles,category
2005.5.86,制作地点,China,place
2004.19.79.8,对象类型,hanging scroll,type
2005.5.88.2,时期,Qing 19th century,period
2004.19.73.2,时期,Qing 18th century,period
2004.19.85.1,类别,paintings,category
2005.5.403.2.2,文化,Chinese,culture
2005.5.600,制作地点,China,place
2005.5.479,文化,Chinese,culture
2004.19.68.1.21,类别,prints,category
2005.5.403.3,标题,Belt for Actor's Costume,title
2004.19.3.21,时期,Qing 18th-19th centuries,period
2004.19.11,描述,A set of 12 hanging scroll paintings forming  a continuous composition that depicts a poem by Tao Yuanming that is about a man who discovers a utopian society in Shangri-La.,description
2004.19.48,制作时间,ca. 1951 - 1952,date
2005.5.81,对象类型,robe,type
2005.5.602.1.1,尺寸,overall: 27.1 cm x 15.8 cm,measurement
2010.16.1.15,标题,Album Leaf from Album of Landscape Paintings,title
2004.19.2.2,材质,ink; paper,material
2005.5.541,类别,clothing,category
2009.8.2,标题,Back Panel of a Rank Badge for a Second Rank Civil Official,title
2004.19.1.1.25,时期,Qing 18th century,period
2005.5.387.2,文化,Chinese,culture
2005.5.89,材质,yellow silk satin embroidered with silk and metal-wrapped threads,material
2004.19.1.3,标题,Outer Box for Illustrations of Costumes from the Qianlong Court,title
2005.5.380.1,对象类型,sleeve band,type
2004.19.68.1.3,制作时间,1767-1774,date
2005.5.403.2,制作时间,ca. 1930,date
2005.5.343.1,制作地点,China,place
2004.19.2.22,材质,ink; paper,material
2004.19.1.1.36,制作地点,China,place
2005.5.529,文化,Chinese,culture
2005.5.307.2,尺寸,overall: 97.1 cm x 56.3 cm,measurement
2010.20.1.5.4,类别,published works,category
2005.5.108,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.311,对象类型,skirt,type
2004.19.2.28,时期,Qing 18th century,period
2004.19.14,制作地点,China,place
2005.5.284.4,制作地点,China,place
2005.5.584.2,文化,Chinese,culture
2005.5.73,类别,clothing,category
2005.5.504,对象类型,panel,type
2004.19.1.1.14,文化,Chinese,culture
2005.5.273,标题,Embroidered Yellow Silk Imperial Throne Cover,title
2010.20.1,制作时间,1771,date
2005.5.533,材料术语,Brocade; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2010.20.1.4.2,类别,published works,category
2005.5.613,制作地点,China,place
2005.5.57,尺寸,overall: 66.4 cm x 33.9 cm,measurement
2005.5.413,标题,Silk Tapestry Weave Hanging,title
2005.5.418,制作地点,China,place
2005.5.367,材料术语,Damask; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2004.19.38.12,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.16.1.11,制作地点,"China: Jiangsu, Yangzhou",place
2010.16.1.2,材质,ink and colour on paper,material
2004.19.85.1,材质,ink on paper,material
2004.19.38,时期,Qing 19th century,period
2005.5.433,制作时间,1870-1880,date
2004.19.13,制作地点,China,place
2010.16.1.3,尺寸,overall: 49 cm x 32 cm; sheet: 49 cm x 32 cm; image: 42 cm x 23 cm,measurement
2004.19.46,类别,paintings,category
2005.5.503.1,材料术语,Damask; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.493,材质,gold wrapped silk thread; silk; silk floss; silk satin; embroidery; silk jacquard,material
2009.8.9,捐赠来源,Gift of Jean Small,donor
2005.5.230.4,尺寸,overall: 38 cm x 37.2 cm,measurement
2005.5.293.1,文化,Chinese,culture
2005.5.533.1,对象类型,panel,type
2004.19.1.1.31,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the right leaf of one folio (attached to 2004.19.1.30) depicting the front of a robe. The Chinese script describes the pictorial content of the painting and is translated as ""illustration of winter court robe chaopao the second style for the Empress Dowager and Empress"".",description
2005.5.544,材质,copper-wrapped silk thread; gold wrapped silk thread; ink; linen; silk; silver wrapped silk thread; tapestry weave,material
2004.19.52.2.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.597,制作时间,1851-1861,date
2005.5.239.1,时期,Qing 17th century,period
2005.5.88.6,对象类型,fan case,type
2005.5.384.1,对象类型,sleeve band,type
2005.5.593.1.1,时期,Qing 19th century,period
2005.5.87.3,制作地点,China,place
2005.5.8,标题,Blue Silk Dragon Robe,title
2005.5.257,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.38.14,制作地点,China,place
2005.5.295.3,文化,Chinese,culture
2005.5.87.1,类别,costume accessories,category
2005.5.349,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.60,标题,Complete View of the Lion Grove,title
2010.20.1.5.2,标题,"Magnificent Record of the Southern Tours, volumes 26, chapters 63-65",title
2004.19.38.23,材质,ink and colour on paper,material
2005.5.379,制作地点,China,place
2005.5.115.1,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.12,创作者,Wang Yu,artist
2010.20.1.2.2,对象类型,book,type
2005.5.577,制作地点,China,place
2005.5.590.1,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.203,时期,Qing 17th century,period
2005.5.416,材质,brass; paper; silk; wood; embroidery; peacock feather; silk satin,material
2005.5.82,材质,blue silk twill embroidered with silk and metal-wrapped threads,material
2004.19.32,尺寸,sheet: 245.1 cm x 92 cm; image: 142.7 cm x 63.2 cm,measurement
2005.5.337,制作时间,1875-1900,date
2005.5.621.6,文化,Chinese,culture
2005.5.224,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2004.19.27,尺寸,sheet: 164.5 cm x 60 cm; image: 94.3 cm x 42.6 cm,measurement
2005.5.176,文化,Chinese,culture
2004.19.8,标题,Mount Huang,title
2005.5.350.1,制作地点,China,place
2005.5.596,材质,silk; silk floss; silk satin; embroidery,material
2004.19.3.18,对象类型,album leaf,type
2005.5.366,文化,Chinese,culture
2005.5.623,时期,Qing 19th century,period
2010.16.1.10,捐赠来源,Purchased by Museums and Collections Services,donor
2005.5.255,尺寸,overall: 141 cm x 120 cm,measurement
2004.19.72.6,创作者,Wang Gai,artist
2005.5.171,类别,clothing,category
2005.5.502,时期,Qing 19th century,period
2005.5.621.5,对象类型,necklace and box,type
2005.5.594,类别,textiles,category
2005.5.433.3,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.71.4,文化,Chinese,culture
2005.5.346,材质,gold wrapped silk thread; silk floss; silk satin; peacock feathers; embroidery; glass; wood,material
2004.19.3.30,类别,albums,category
2005.5.592.1,类别,textiles,category
2005.5.634,时期,Qing 19th century,period
2009.8.2,对象类型,rank badge,type
2022.7.6,制作时间,1875 - 1908,date
2005.5.257,材质,green silk satin embroidered with silk threads,material
2004.19.1.1.14,类别,albums,category
2004.19.76.2.2,制作地点,China,place
2005.5.599.1,文化,Chinese,culture
2005.5.630,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.347.1,文化,Chinese,culture
2005.5.3.1,标题,Front of a Wine-Red Cut and Voided Silk Velvet Vest for a Man,title
2005.5.346.1,制作地点,China,place
2005.5.638,制作时间,ca. 1800,date
2005.5.575.2,对象类型,rank badge,type
2004.19.1.1.40,文化,Chinese,culture
2004.19.2.32,标题,Album Leaf from Illustrations of Chinese Costumes,title
2005.5.412,类别,clothing,category
2005.5.403.2.1,制作时间,ca. 1930,date
2004.19.1.1.17,尺寸,sheet: 42.2 cm x 40.8 cm; image: 36.2 cm x 37.6 cm,measurement
2005.5.533,时期,Qing 19th century,period
2005.5.18,制作时间,1890-1900,date
2005.5.617,制作地点,China,place
2005.5.176,材质,blue silk satin embroidered with silk and metal-wrapped threads,material
2009.8.8,制作地点,China,place
2005.5.552,标题,Front and Back Panels of a Rank Badge for a Fifth Rank Civil Official,title
2004.19.38.5,创作者,Ren Yi,artist
2005.5.328,尺寸,overall: 137 cm x 210.5 cm; neck to hem: 137 cm; cuff to cuff: x 210.5 cm,measurement
2004.19.70,材质,ink and colour on silk,material
2005.5.112.1,材质,gold wrapped silk thread; silk brocade; silk damask; silk gauze; silk satin; silk tapestry weave,material
2005.5.483,制作地点,China,place
2004.19.86,题跋,The scroll is signed by Baishi Laoren Qi Huang and is impressed with 1 artist seal.,inscription
2010.21.4,描述,"The panel features a central four-clawed dragon surrounded by auspicious emblems and dragons on a bright blue ground, below a dark blue panel with two dragons flanking a ""long life"" character.",description
2010.17.89,描述,"This photolithographic political poster from the late 20th century suggests that Chinese youth should study Lei Feng (1940-1962), a model soldier, to create a new generation.  The focal point of this poster is a portrait of Lei Feng, surrounded by elementary school children engaged in a variety of activities, including young pioneers being guided by their teacher to take an oath under the red flag, assisting the elderly in crossing the street, learning how to use a computer, and playing soccer and ping pong. Red dominates the image, including the title, which has a powerful visual impact. This poster conveys the spirit of the communist regime in China and has a strong propaganda effect. It seems to raise people’s awareness of following the path of Lei Feng, that is to study hard, live well, and contribute to the modernization of the country.",description
2005.5.2,材料术语,Tapestry Weave											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.1.1.57,制作地点,China,place
2005.5.500,制作时间,ca. 1860,date
2005.5.606.2,类别,textiles,category
2005.5.66,材料术语,Brocade; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2004.19.1.1.3,类别,albums,category
2004.19.72.4,标题,Album Leaf from Figures in River Landscapes,title
2005.5.141,制作地点,China,place
2004.19.68.1.12,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.349,对象类型,yardage,type
2009.8.11,类别,textiles,category
2005.5.598,制作时间,1862-1874,date
2005.5.395.5,对象类型,fragment,type
2016.3.1.2,对象类型,rank badge,type
2004.19.38.15,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.592.2,标题,Back Panel of a Rank Badge for a Third Rank Military Official,title
2004.19.68.1.17,标题,Print from the Qianlong Emperor’s Conquests,title
2010.17.87,描述,"This folk art painting depicts three women washing indigo dye from long strips of cloth in a river. It is a reproduction of a work made by artist Luo Zhijian (b. 1954) of Hu County, Shaanxi, using a painting technique reminiscent of collage. He uses bold and bright colours, with clever use of contrast, to draw the viewer’s attention to the figures at the top of the painting. The women's posture and facial expressions are also expertly captured, conveying a sense of shared purpose and companionship as they work together to complete the task at hand. The details of their clothing, hairstyles, and accessories provide a glimpse into the daily life of rural Chinese women in this time period.",description
2005.5.624,材料术语,Embroidery; Brocade											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.169.2,尺寸,overall: 44.8 cm x 47.7 cm,measurement
2005.5.238,制作时间,1573-1619,date
2005.5.636,类别,textiles,category
2005.5.230.2,材质,gold wrapped silk thread; silk; silk tapestry weave,material
2010.16.1.6,材质,ink and colour on paper,material
2004.19.71.7,标题,Album Leaf from Landscapes After the Old Masters,title
2010.20.1.7,材质,"printed woodblock, thread binding",material
2004.19.21,描述,A hanging scroll painting of a mountain and a lakeside house.,description
2005.5.357,文化,Chinese,culture
2005.5.506,类别,clothing,category
2004.19.6,制作时间,1980,date
2005.5.307,时期,Qing 19th-20th centuries,period
2010.20.2.2,标题,"Mustard Seed Garden Painting Manual, 1st edition, chapter 2",title
2004.19.1.1.17,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2009.8.4,类别,textiles,category
2004.19.10,对象类型,painting,type
2005.5.264,对象类型,collar,type
2009.8.11.2,材质,"white silk satin embroidered with silk and metal-wrapped threads, trimmed with fur",material
2005.5.473,尺寸,overall: 35.6 cm x 67.5 cm,measurement
2005.5.28,制作时间,1736-1795,date
2005.5.328,时期,Qing 19th century,period
2005.5.448,时期,Qing 19th century,period
2004.19.71.6,对象类型,album leaf,type
2010.20.1.4.6,材质,"printed woodblock, thread binding",material
1995.2,制作时间,1994,date
2005.5.325,材料术语,Brocade											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.469,材质,silk floss; silk satin; embroidery,material
2005.5.604.2,类别,textiles,category
2005.5.621.5.1,类别,costume accessories,category
2004.19.70,时期,Qing 17th century,period
2005.5.590.1,类别,textiles,category
2005.5.551,材料术语,Brocade; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.369,材质,dark blue silk twill embroidered with silk and metal-wrapped threads,material
2004.19.2.10,标题,Album Leaf from Illustrations of Chinese Costumes,title
2010.21.5,标题,Dark Blue Brocade Panel,title
2005.5.590.1,时期,Qing 19th-20th centuries,period
2004.19.70.1,题跋,Signed by Jiongsheng and impressed with 2 artist seals.,inscription
2005.5.387.1,时期,Qing 19th century,period
2005.5.566.2,类别,textiles,category
2005.5.143.3,材料术语,Brocade											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.447,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.165,材料术语,Damask; Embroidery											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
